Generation,RockUtility,PaperUtility,ScissorsUtility,LizardUtility,SpockUtility,TOTALUTILITY,RockSpecialists,PaperSpecialists,ScissorsSpecialists,LizardSpecialists,SpockSpecialists
221,7276.0280645161265,10077.9563083124,8454.554032258062,8547.05897502601,6119.21654674546,40474.813926858056,7,115,30,43,5
222,7243.975967741934,9866.254134099087,8568.788225806453,8403.75752861602,6116.752102843867,40199.52795910736,10,102,37,41,10
223,7222.678387096776,10167.466406175741,8471.216290322578,8387.623059313213,6240.928724878271,40489.91286778658,12,111,34,36,7
224,7227.512903225809,10782.997240926448,8653.898870967736,8294.984058272632,6046.61329779309,41006.00637118572,11,129,26,30,4
225,7268.324516129028,10958.485110109636,8667.217580645163,8344.767502601455,6049.635810380823,41288.4305198661,4,127,29,36,4
226,7079.460645161287,10927.774552170044,8890.223548387099,8292.19939646202,5959.660211086398,41149.31835326685,3,127,31,34,5
227,7264.594838709671,11095.783178384103,8746.12080645161,8123.38812695109,5954.509488018027,41184.39643851451,8,134,26,31,1
228,7286.361935483869,11384.093374806313,8931.131451612906,8005.166919875132,5899.654757016832,41506.40843879505,4,138,37,13,8
229,7331.246290322585,11706.137513462107,8850.917258064517,7704.13720083247,5790.24139067588,41382.67965335756,7,155,27,8,3
230,7321.875322580641,12180.493626374735,8960.554032258064,7477.260530697191,5702.421630372504,41642.60514228314,3,161,20,11,5
231,7312.836935483869,12199.542614788399,8871.755483870964,7576.812242455776,5791.501430038883,41752.44870663789,7,163,18,7,5
232,7482.806129032259,12226.393103354236,9067.404032258066,7539.372315296567,5512.823802847789,41828.799382788915,4,162,28,4,2
233,7410.444516129032,12486.832801301225,9098.905806451614,7630.369438085329,5517.779544139536,42144.33210610674,1,171,21,5,2
234,7593.336129032259,12636.105057733792,8976.689516129032,7538.794838709681,5660.1788404952995,42405.10438210007,3,168,21,7,1
235,7615.797903225803,12583.705064911072,9155.25919354839,7509.726186264306,5586.656912633148,42451.145260582714,6,167,20,5,2
236,7562.924999999999,12585.294763878945,9060.45016129032,7723.124854318422,5437.584272595599,42369.379052083284,3,178,13,6,0
237,7537.387096774194,12077.741804669367,9044.367258064518,7802.936878251819,5628.751749975362,42091.184787735256,9,163,22,5,1
238,7570.199193548386,12309.038927923279,9048.730483870968,7806.262133194587,5440.24792814594,42174.47866668316,6,163,22,9,0
239,7536.95241935484,12104.972424512944,9086.905322580646,7782.554542143602,5340.259695016112,41851.644403608145,4,151,36,8,1
240,7451.796612903222,12169.059036425073,9050.568064516125,8069.924016649324,5511.984446203698,42253.33217669744,6,159,24,11,0
241,7573.771451612902,12289.843906234966,8986.603870967738,8011.470135275756,5840.8654005893195,42702.55476468067,6,163,20,10,1
242,7439.277741935485,12246.242356819777,9149.166451612902,7941.870104058268,5552.800846899389,42329.35750132582,5,154,26,13,2
243,7390.23548387097,12409.633223284649,9088.475806451615,7837.148896982316,5476.415057047488,42201.90846763704,1,169,19,10,1
244,7413.287419354838,12273.120946002316,9045.704516129032,8150.072710718,5608.74944023158,42490.935032435766,1,157,25,16,1
245,7458.168870967738,12130.445955163666,9087.390645161293,7953.841415192509,5742.925543868417,42372.77243035362,2,164,20,12,2
246,7605.528225806454,11877.201701122221,8827.541451612902,8140.676326742977,5901.207773540901,42352.15547882546,5,160,19,14,2
247,7499.337419354836,11780.839349831216,8975.295322580647,8061.145608740893,5736.547142136812,42053.16484264441,2,150,32,14,2
248,7606.999193548388,11610.497054993542,8867.962419354833,8377.659125910506,5779.4483482006235,42242.5661420079,5,144,27,21,3
249,7675.74403225806,11549.750941401691,8894.213225806452,8309.933059313216,5975.784352283841,42405.42561106326,4,156,23,16,1
250,7731.026129032263,12029.780159999544,9094.233064516126,8366.39969823101,5525.050739510479,42746.489791289416,4,162,20,13,1
251,7825.106451612901,12044.816840366402,8867.297258064518,8438.057341311134,5797.715660483582,42972.99355183854,9,159,15,16,1
252,7690.744516129035,12129.675774730349,9152.423064516131,8357.036186264306,5815.544003415728,43145.42354505555,2,158,24,15,1
253,7738.797580645163,12286.184837632649,9080.311451612903,8242.835520291366,5593.445820100359,42941.57521028244,2,169,16,11,2
254,7630.072903225806,12379.850768147719,9082.741612903224,8200.770723204996,5792.569331160243,43086.00533864199,3,157,21,16,3
255,7713.837903225806,12287.59036048586,8999.630322580644,8240.036404786675,5516.820811330432,42757.915802409414,6,159,19,15,1
256,7776.79338709677,12094.387178361907,9050.04419354839,8263.610176899065,5815.062361628754,42999.89729753489,6,161,18,13,2
257,7819.24629032258,12010.683532252466,8783.043064516129,8292.753928199794,5920.220151951241,42825.9469672422,6,164,18,9,3
258,7693.890967741933,11674.315997490374,8866.221612903228,8499.472773152964,5801.215779403672,42535.117130692175,4,151,24,20,1
259,7784.179677419357,11586.347254279737,8946.852258064522,8360.098787721125,5712.585851868336,42390.06382935308,3,146,25,21,5
260,7837.400967741935,11673.053153692406,8764.059193548386,8254.199308012488,6020.980054886283,42549.6926778815,4,158,18,13,7
261,7791.37629032258,11502.534759000928,8848.145161290322,8553.137518210195,5804.918469929409,42500.11219875343,4,146,24,25,1
262,7704.990161290327,11688.091524328353,8788.090483870965,8499.153558792925,5970.606047210005,42650.93177549258,8,146,21,22,3
263,7768.31903225807,11510.522714224044,8868.600000000006,8527.913402705513,5901.85794874131,42577.213097928936,7,149,24,19,1
264,7715.853709677421,11626.592471344478,8801.518225806449,8589.811581685737,5702.426594883214,42436.2025833973,10,148,13,25,4
265,7567.663548387092,11522.161217806512,8944.087096774192,8467.542008324663,5654.510256219126,42155.96412751159,5,142,28,22,3
266,7612.478225806452,11437.120932618225,8884.719677419358,8520.142960457855,5761.220300089639,42215.68209639154,10,142,24,22,2
267,7491.187419354845,11390.901974929828,9000.595967741936,8579.797944849117,5564.958751172606,42027.442058048335,5,135,30,27,3
268,7515.3493548387105,11518.873194389807,8851.17064516129,8501.879349635792,5965.307649455857,42352.580193481466,5,147,19,27,2
269,7569.558709677413,11070.579291575996,8742.399354838704,8550.944079084293,5823.842556306461,41757.323991482874,7,131,34,25,3
270,7480.956451612908,11185.02202186835,8714.170645161288,8679.768704474505,5863.974820711339,41923.89264382839,4,136,23,32,5
271,7448.663387096774,11472.037418267168,8781.757258064517,8340.281331945895,6031.192476240121,42073.93187161448,5,148,19,24,4
272,7454.2859677419365,10926.858633920328,8878.623548387095,8517.25440166493,5771.11309511801,41548.13564683231,3,135,25,34,3
273,7417.3611290322615,11061.639578387058,8828.54370967742,8568.940478668055,5850.4862429824025,41726.9711387472,7,128,33,27,5
274,7381.144193548385,11004.543186601719,8778.36693548387,8315.061873048904,6053.302151978641,41532.41834066152,5,137,26,29,3
275,7330.468064516132,11193.85506199071,8713.956129032262,8519.031243496356,5873.017625178018,41630.328124213476,4,139,21,30,6
276,7493.394677419353,11091.50893545402,8631.934999999994,8392.926227887616,6026.541786984167,41636.30662774515,6,132,28,29,5
277,7526.311774193546,11040.853776663815,8666.220967741932,8347.233220603537,5752.2897226931955,41332.90946189602,7,136,35,20,2
278,7367.385000000005,10865.037494082218,8644.337580645164,8506.90496878252,5947.896366389008,41331.56140989891,6,126,31,35,2
279,7289.063870967744,10787.327759026599,8708.330645161292,8488.467070759621,6006.261121590526,41279.45046750578,6,131,30,30,3
280,7311.977258064517,10730.42120329358,8638.745645161287,8423.168012486994,6170.126139312461,41274.438258318834,4,132,28,31,5
281,7117.295322580647,10647.165466242071,8702.862258064513,8650.995801248699,5977.62100220371,41095.939850339644,8,116,36,36,4
282,7196.513709677421,10601.626640116367,8682.394516129028,8784.775957336107,6038.6014318873695,41303.91225514629,6,117,34,36,7
283,7190.842580645158,10543.274872673252,8646.689193548387,8651.922497398547,6119.9454496857325,41152.67459395108,5,125,25,35,10
284,7252.54064516129,10187.30659701852,8625.749677419355,8841.211618106136,6080.9836707916975,40987.792208497005,5,111,30,47,7
285,7284.934032258063,10732.482540526978,8542.397580645162,8641.46335067638,6051.951642572984,41253.229146679565,6,131,24,36,3
286,7347.873548387097,10205.081467498798,8580.93935483871,8608.916446409992,6106.188176336661,40848.99899347126,9,109,34,44,4
287,7140.180806451606,10257.669461131032,8682.932580645154,8717.440483870967,6202.585317166942,41000.8086492657,5,118,28,42,7
288,7217.2793548387135,10471.24862932217,8546.502096774197,8830.607086368365,6251.998484870056,41317.6356521735,6,119,24,44,7
289,7227.729032258059,10369.569355052581,8639.519838709686,8795.74674297607,6096.777744495002,41129.3427134914,10,114,34,35,7
290,7076.469677419352,10426.016508378623,8570.952419354833,8773.451841831426,6397.540275150426,41244.43072213466,8,120,26,32,14
291,7241.541451612902,10325.947343025115,8593.682580645162,8587.768345473465,6166.304330738641,40915.24405149529,9,108,38,39,6
292,7325.238064516129,10746.933911605029,8665.51129032258,8539.630681581682,6108.557628701654,41385.87157672708,9,134,23,29,5
293,7342.657903225807,10771.476846056996,8565.34564516129,8890.546883454728,6246.4547502674395,41816.48202816626,5,129,29,31,6
294,7400.168709677423,10922.57836839174,8570.724677419355,8746.211836628512,5956.504788660144,41596.188380777174,8,129,26,35,2
295,7479.8833870967765,10904.49509208064,8711.224677419355,8748.170744016646,6165.59297442591,42009.366875039326,10,130,24,33,3
296,7289.538387096773,11096.499713994397,8686.197903225806,8437.36340790843,6046.05625914386,41555.65567136926,6,139,20,32,3
297,7266.728709677424,10757.69861468479,8694.709354838704,8577.031488033304,6022.4157510237155,41318.583918257944,8,127,26,38,1
298,7100.332258064512,10713.113817861868,8601.799032258059,8658.826123829345,6050.840813434863,41124.91204544865,4,130,32,31,3
299,7347.566612903224,10904.453097952437,8611.476129032264,8381.082991675337,6135.326796682039,41379.9056282453,8,137,24,25,6
300,7311.270000000006,10839.349291667273,8619.190967741933,8434.500978147762,6025.048292113952,41229.359529670925,3,123,29,40,5
301,7284.95274193548,10768.539410543963,8699.86854838709,8406.977996878253,6076.8831464519735,41237.221844196756,8,123,24,36,9
302,7378.960806451609,11019.658157540569,8703.169032258062,8282.65956295525,5935.0642531976555,41319.51181240314,6,138,30,22,4
303,7541.720000000002,10926.092933647054,8477.993387096778,8302.077533818938,5953.359412534034,41201.24326709681,9,138,25,23,5
304,7553.424193548397,11226.274264600135,8607.951612903224,8571.028132154008,5585.888373507938,41544.5665767137,10,132,24,28,6
305,7466.7524193548425,11114.962492797662,8688.833387096773,8584.57684183143,5594.098008939751,41449.22315002046,7,130,28,30,5
306,7510.9827419354915,11553.702235905786,8714.769999999997,8405.921331945898,5830.605859606235,42015.982169393414,2,143,30,23,2
307,7498.729032258058,11985.421767507638,8549.38387096774,8502.787133194588,5840.353103493012,42376.67490742104,2,160,15,17,6
308,7566.368387096771,11601.439546219306,8781.941290322582,8443.858480749219,5708.847793577309,42102.45549796519,6,147,27,17,3
309,7534.293064516126,11683.259641234334,8659.484677419352,8593.23338709677,5753.362396809304,42223.63316707589,6,150,23,19,2
310,7659.3517741935475,11793.435852382978,8669.14,8427.16368366285,5721.561352699613,42270.65266293899,3,155,22,18,2
311,7592.752096774195,11330.802940687645,8834.025806451615,8825.857268470347,5686.459975158069,42269.89808754187,7,137,32,24,0
312,7511.111935483869,11345.236911439759,8751.62225806451,8590.897767950051,5758.547482240105,41957.41635517829,5,139,23,28,5
313,7474.5979032258065,11400.788502341025,8795.829677419351,8407.13722684703,5713.701235940005,41792.054545773215,5,149,23,21,2
314,7348.43306451613,11534.334253486457,8840.178387096772,8481.60298647242,5683.217959239367,41887.76665081114,7,137,21,29,6
315,7333.09499999999,11289.8362836048,8690.038548387101,8366.532944849112,5806.088033509445,41485.59081035045,5,149,22,20,4
316,7357.468548387098,11201.898195005842,8754.515483870971,8387.677741935484,5941.803307547246,41643.36327674663,5,140,22,29,4
317,7276.124838709677,11508.353316719702,8624.357419354834,8410.689146722169,6063.579219074798,41883.103940581175,2,147,22,25,4
318,7268.079032258063,11335.242419650842,8663.659999999996,8528.398891779401,6005.380819220337,41800.76116290864,6,143,23,25,3
319,7343.180967741938,11335.90356640649,8826.372741935482,8650.393194588969,5875.169286109906,42031.01975678278,5,141,22,29,3
320,7307.426935483871,11224.226401734917,8890.023870967738,8327.452679500515,5996.56795868387,41745.69784637091,5,137,26,30,2
321,7293.260806451613,11065.35787176617,8907.93161290323,8354.539568158169,6192.735995679939,41813.82585495912,3,131,31,25,10
322,7287.795483870973,11069.045229472127,8736.995,8722.060088449529,6063.03535755402,41878.93115934665,7,129,25,32,7
323,7306.074677419353,11019.720216273554,8699.417419354833,8396.807169614982,6165.620424956357,41587.63990761908,7,138,21,28,6
324,7346.651612903224,11200.488221071724,8717.154354838707,8390.1390062435,6145.658716756281,41800.09191181344,6,140,20,28,6
325,7366.8849999999975,11025.924023212605,8872.669999999993,8269.647663891777,6294.351366153872,41829.478053258244,5,134,30,22,9
326,7359.437903225804,11063.995259599953,8785.629838709678,8444.74964099896,6200.713839635318,41854.52648216971,1,136,31,27,5
327,7603.999354838711,10914.48558035469,8780.740483870968,8512.902575442244,5930.28156015824,41742.40955466485,1,135,30,29,5
328,7630.877580645159,10908.469658602256,8687.606935483871,8350.003662851197,6158.0508773353395,41735.00871491782,7,137,21,28,7
329,7589.36,10764.248765500211,8716.762096774193,8372.768491155048,6136.332228609408,41579.47158203886,8,132,31,26,3
330,7405.771774193548,10651.619194052204,8543.945806451611,8466.37408949011,6399.5533488096235,41467.2642129971,5,132,26,26,11
331,7409.866774193547,10564.989687004085,8548.616290322583,8365.591363163376,6204.1383353857345,41093.20245006933,8,123,33,30,6
332,7531.550161290321,10499.98448039628,8618.761935483868,8403.301821019768,6193.150146836131,41246.74854502638,13,125,30,28,4
333,7340.828064516125,10788.596459042938,8800.60290322581,8492.415327783558,6058.875774762161,41481.31852933059,3,129,32,31,5
334,7486.465967741932,10859.259792578307,8718.43096774194,8376.949271592093,6214.325841947734,41655.431841602,3,138,21,31,7
335,7619.14693548387,10668.78076035493,8517.710806451618,8654.848636836623,6313.210379086457,41773.6975182135,8,131,22,32,7
336,7580.6974193548385,11051.631308561533,8603.569838709678,8586.410223725286,6096.639913933411,41918.948704284754,6,138,19,27,10
337,7472.70806451613,10920.861136596774,8557.864354838706,8518.187882414151,6036.368049774491,41505.98948814026,3,134,26,33,4
338,7535.597096774194,10805.949194763636,8523.794838709677,8774.598766909467,6206.620195176203,41846.56009233317,6,133,18,32,11
339,7618.541935483874,10424.516931953513,8650.842580645163,8618.355228928202,6138.436613583106,41450.69329059386,13,113,37,25,12
340,7779.622903225809,10712.86954230692,8548.371612903231,8737.385738813737,5919.886190367163,41698.135987616864,12,123,24,36,5
341,7667.710161290318,10742.565974123554,8480.880806451612,8777.032164412074,5998.466363862355,41666.655470139915,8,130,19,39,4
342,7659.172580645165,10762.844546169792,8803.58032258064,8526.307653485954,5785.767651548385,41537.672754429936,5,128,28,34,5
343,7694.255806451613,11093.029743692441,8701.425161290319,8551.629037460976,5740.416950235722,41780.75669913107,10,133,26,27,4
344,7639.310806451611,11108.131108337844,8540.595645161293,8849.674250780437,5812.38165917036,41950.09346990154,9,132,14,42,3
345,7660.058870967739,10991.255693586212,8605.704032258067,8886.522008324662,5904.776456894637,42048.31706203131,8,123,20,45,4
346,7542.860645161293,11102.533102960195,8571.334999999997,8858.512887617062,5786.369669741116,41861.611305479666,5,134,19,40,2
347,7610.0019354838705,11103.410640292317,8596.958387096778,8679.949271592102,5846.598098583145,41836.918333048205,7,135,23,31,4
348,7505.89741935484,11237.885640789777,8697.609838709674,8656.379474505718,6044.455677843931,42142.228051203936,5,146,20,26,3
349,7566.0259677419335,10639.589446647873,8667.727096774193,8735.471467221647,6232.504463015984,41841.31844140163,9,125,25,31,10
350,7621.11129032258,10665.156718856591,8696.884677419355,8591.677065556712,5968.043912872776,41542.87366502801,8,125,37,28,2
351,7334.254032258058,10575.232892155165,8767.171129032264,8854.35907908429,6031.878453710092,41562.89558623987,8,134,21,34,3
352,7371.12725806452,10572.668457859676,8652.283064516134,8903.488392299689,5844.677632060331,41344.24480480034,14,119,27,34,6
353,7308.147419354837,10495.501595654721,8687.865483870959,8787.18590010406,6149.968979202642,41428.669378187216,10,111,29,38,12
354,7366.9201612903225,10418.020669816398,8796.967096774191,8924.799958376696,5935.733432750524,41442.44131900813,8,106,34,47,5
355,7253.663387096771,10215.821882235768,8635.352903225807,9023.253985431842,6203.315074950815,41331.407232941005,4,117,34,41,4
356,7305.881774193548,10271.145051764157,8475.923064516122,9091.470926118629,6084.203441135548,41228.624257728006,9,111,28,47,5
357,7247.864354838714,10555.665226682057,8534.570161290321,8978.168938605619,6122.482900868615,41438.751582285324,4,121,26,48,1
358,7207.09419354839,10406.770528589637,8525.67258064516,8941.399651404789,6193.9570798999375,41274.89403408791,7,117,24,42,10
359,7071.938064516127,9978.915179264342,8436.595967741936,9286.907575442254,6163.298038251074,40937.65482521574,3,101,23,70,3
360,7008.150322580645,10210.1799581493,8541.509677419353,9178.856482830386,6121.462289208962,41060.15873018864,0,108,36,51,5
361,6899.069677419357,10027.501125491493,8640.727903225801,9242.347617065554,6214.79059875846,41024.43692196066,6,101,30,57,6
362,6875.3659677419355,10083.499674233626,8537.91580645161,9380.419110301771,6530.539283350014,41407.739842078954,4,99,27,65,5
363,6915.566774193548,10057.581936771854,8578.9364516129,9364.928886576485,6247.6623664634535,41164.67641561825,4,104,31,55,6
364,7030.85370967742,9946.76025107536,8653.62741935484,9268.307346514046,6292.337330656798,41191.88605727847,5,98,32,64,1
365,7083.232096774192,9599.496475323167,8503.776290322585,9243.887840790849,6507.502013058929,40937.89471626972,5,93,30,66,6
366,6882.33516129032,9743.53297429774,8555.607419354834,9423.377877211236,6474.5024806589845,41079.35591281312,4,90,27,68,11
367,7081.799354838707,9997.109132003041,8526.96935483871,9270.611436004152,6473.886690884688,41350.37596856929,6,93,23,69,9
368,7080.001612903225,9870.454678592318,8529.639032258063,9017.266488033296,6503.8887380233255,41001.25054981023,9,103,20,63,5
369,7047.499516129033,10113.046275653613,8465.943870967747,9419.014308012487,6430.221447221244,41475.72541798412,1,107,17,67,8
370,7065.047741935481,10356.993398261573,8755.805322580643,8971.541763787724,6186.2801568814975,41335.668383446915,1,115,31,50,3
371,7277.35467741935,10347.9596292706,8702.899516129031,9067.008584807492,6224.632178270822,41619.854585897294,9,109,31,45,6
372,7301.372741935486,10218.23396973288,8644.845806451609,9014.211727367327,6466.090926949471,41644.75517243678,4,108,28,51,9
373,7227.945161290326,10174.060338175806,8530.338225806452,9110.771805411032,6200.716185812023,41243.83171649564,8,104,23,58,7
374,7300.465806451615,10477.050534536033,8639.37306451613,9165.150530697192,6305.6150250226665,41887.65496122364,4,107,30,48,11
375,7445.117419354845,10381.864411063496,8515.834354838707,9219.191045785641,6280.740923119338,41842.74815416203,7,113,17,59,4
376,7326.590322580645,10316.978227138576,8636.541935483867,9089.673668054109,6234.922963279059,41604.70711653626,10,110,24,50,6
377,7207.768548387099,10575.790044938049,8659.865967741936,9024.008772112378,6306.770367348633,41774.203700528094,6,114,30,41,9
378,7378.426612903223,10376.535992350331,8621.56129032258,8908.111508844953,6346.889865769929,41631.52527019102,7,104,28,55,6
379,7382.351935483872,10320.122373713424,8507.235161290324,8968.60233610822,6268.780089706115,41447.09189630196,12,109,19,57,3
380,7285.384838709675,10187.999843555517,8539.444677419357,9043.473777315301,6384.735358870972,41441.03849587082,3,118,28,49,2
381,7298.20241935484,10372.835383273134,8547.502258064515,9131.171581685743,6257.0650673947575,41606.77670977299,7,105,30,54,4
382,7334.9356451612875,10330.294668426764,8557.100161290322,9026.018642039542,6208.060244556698,41456.40936147461,9,115,28,45,3
383,7337.702419354837,10227.836094495688,8512.934838709678,9030.79273673257,6182.88911616401,41292.15520545678,5,109,25,59,2
384,7382.5787096774175,9991.137195288286,8378.136451612902,9172.069797086373,6487.354955160972,41411.27710882595,10,104,23,53,10
385,7376.9724193548345,10202.225320075948,8483.67629032258,9156.867658688863,6262.917266694141,41482.658955136365,6,104,33,55,2
386,7392.132258064514,10235.375852761297,8490.30177419355,9004.400639958374,6393.902361462008,41516.11288643975,6,115,23,46,10
387,7332.94516129032,10459.474911572728,8407.586290322579,8873.211690946928,6343.642594766625,41416.86064889918,7,113,25,43,12
388,7471.130967741937,10096.95998385877,8438.562580645159,8976.325587929241,6201.6407956513285,41184.619915826435,9,119,18,48,6
389,7488.396290322587,10318.92233732007,8547.611290322584,8803.831841831421,6068.2975866935785,41227.05934649024,12,115,25,42,6
390,7536.116129032253,10247.762610869704,8375.113548387093,8792.992200832467,6370.823546341495,41322.808035463015,7,124,20,39,10
391,7400.0472580645155,10351.246467561748,8581.07177419355,8716.022851196672,6226.241583137173,41274.62993415366,6,108,34,50,2
392,7513.680806451615,10330.682997254698,8560.606774193551,8763.531899063477,6096.821046943888,41265.32352390723,4,118,28,45,5
393,7445.388548387098,10729.435744106164,8648.771935483875,8753.194334027055,6386.6881213151555,41963.47868331934,7,126,22,40,5
394,7559.724032258063,10752.583934853705,8721.052741935484,8820.552648283041,6003.045783433278,41856.959140763574,5,124,27,40,4
395,7404.463870967743,10844.592485624671,8674.431451612907,8859.029443288244,6113.447443962969,41895.964695456525,7,131,22,36,4
396,7394.3241935483875,11014.756725423049,8720.86580645162,8759.070473465135,6118.999166258631,42008.016365146825,4,133,23,36,4
397,7570.412258064517,10836.438353172005,8612.63,8791.755124869927,5842.7300549007805,41653.965791007235,10,127,21,37,5
398,7595.743387096774,10701.324361610366,8547.107258064521,8610.480067637882,6118.968355792833,41573.62343020238,15,126,17,36,6
399,7296.435161290321,10443.041782623746,8411.324516129032,8946.88665452654,6164.994974316984,41262.683088886624,6,119,27,45,3
400,7424.875161290318,10676.173720319828,8574.670483870967,8743.221269510921,6222.151873057707,41641.09250804974,7,127,24,36,6
401,7818.885645161288,10723.814219403466,8429.789516129034,8725.20730489074,6004.028753274824,41701.72543885936,11,124,25,35,5
402,7541.842258064516,10690.217200084015,8644.759193548385,8686.102622268474,6216.954985217357,41779.87625918275,5,121,35,33,6
403,7604.827580645165,10912.37729542881,8570.495967741932,8804.787070759628,6148.8546866202205,42041.34260119575,7,125,21,40,7
404,7574.626129032253,10767.167639657899,8431.046774193539,8808.877825182102,6203.186610006676,41784.904978072474,11,135,18,31,5
405,7732.115161290318,10735.047462948432,8733.028870967746,8818.127143600417,6038.429572404153,42056.74821121106,9,123,29,32,7
406,7688.62967741936,11224.473536813426,8615.518225806456,8688.715083246614,5995.798397247791,42213.134920533645,3,139,23,31,4
407,7670.918387096777,10819.26948268113,8506.575483870969,8739.459521331948,5976.954464733672,41713.17733971449,6,125,27,37,5
408,7720.9317741935465,10885.03380750011,8531.794838709684,8540.279828303848,6169.548427367915,41847.5886760751,11,132,25,30,2
409,7481.935483870969,11093.92633995176,8604.740645161295,8746.837138397497,6239.256516215454,42166.69612359698,6,130,28,28,8
410,7520.80306451613,10649.258006778895,8725.375645161284,8791.045764828299,6076.452287633911,41762.93476891852,6,127,34,26,7
411,7648.318709677425,10705.62362765726,8600.722419354839,8897.268012486991,6060.351041536035,41912.28381071254,7,130,25,31,7
412,7833.275161290322,10704.753428457145,8805.703548387095,8685.15713319459,6071.509075995487,42100.39834732463,18,118,29,31,4
413,7538.7554838709675,10517.555694958231,8675.898870967743,8915.301696149843,6110.998034694248,41758.509780641034,10,117,29,38,6
414,7625.841612903227,10460.787492335792,8591.024677419353,8782.654500520288,6477.41988441517,41937.728167593836,8,119,24,40,9
415,7541.243225806452,10396.853715722053,8640.959838709676,8671.460754422476,6469.093777659956,41719.61131232061,10,112,28,41,9
416,7382.827258064515,10344.136832530534,8754.018064516138,8980.46352757544,6257.051462434548,41718.49714512118,4,114,27,47,8
417,7512.062741935482,10599.449851191663,8629.46693548387,8823.507481789804,6158.192036709061,41722.67904710988,6,121,29,41,3
418,7487.678387096776,10307.007725013253,8461.384999999998,8783.369255983354,6378.89374415659,41418.33411224997,8,103,23,53,13
419,7504.93387096774,10380.229670546685,8561.255967741938,8874.72009885536,6307.293503706386,41628.43311181811,6,116,31,43,4
420,7404.895161290321,10369.76516869748,8635.779516129034,8786.558298647244,6292.533890378512,41489.53203514259,7,111,35,39,8
421,7356.240483870966,10727.680817868591,8729.773548387097,8713.407382934442,6141.5583770642625,41668.66061012536,9,125,30,30,6
422,7383.1511290322605,10634.23743093875,8644.819516129033,9026.5604162331,6215.2593997256745,41904.02789205882,8,115,29,46,2
423,7552.062419354831,11005.299376061,8581.48532258065,8790.000499479711,6066.822961960428,41995.67057943661,16,132,18,31,3
424,7488.570483870967,10707.876349840828,8734.876129032262,8770.916592091573,6172.902223692907,41875.141778528545,3,125,30,34,8
425,7502.513225806451,10697.292675239034,8666.294032258062,8769.944458896985,6162.089148608734,41798.133540809264,7,123,26,40,4
426,7680.982258064511,10610.402560781671,8580.867903225808,8847.646264308016,6271.16008131416,41991.05906769417,8,123,23,41,5
427,7377.228709677417,10505.047230517475,8619.95241935484,9001.143631633713,6308.700630454159,41812.07262163761,7,116,28,42,7
428,7462.454999999998,10552.715907235652,8563.108225806447,9080.455135275757,6426.064087914548,42084.7983562324,14,115,24,41,6
429,7516.034354838706,10307.809592595215,8749.635000000004,9113.261831425601,6156.859177269508,41843.59995612904,8,103,33,51,5
430,7465.011451612905,10802.480502714234,8649.46612903226,8869.97795005203,6221.7983582129855,42008.73439162441,9,126,20,40,5
431,7405.6604838709645,10540.361316680628,8733.765483870966,9056.18789802289,6125.038455404294,41861.01363784974,9,124,24,40,3
432,7469.759032258066,10508.871803991553,8611.628709677418,8941.818283038498,6369.28802897507,41901.365857940604,6,125,24,40,5
433,7543.124354838711,10384.654538250012,8678.0885483871,8891.7270239334,6302.574982078435,41800.16944748766,4,112,33,47,4
434,7603.18693548387,10598.01264452081,8604.306612903223,8948.409261186265,6380.963155159179,42134.87860925335,6,122,22,47,3
435,7695.891451612898,10375.42675187523,8539.473387096778,8952.38329344433,6248.974913586909,41812.14979761615,5,112,31,48,4
436,7685.452580645166,10383.10241980772,8601.329032258065,8907.816024973987,6325.949166709799,41903.649224394736,7,112,30,48,3
437,7523.939354838705,10651.848742998087,8531.699516129036,8879.886436004159,6253.471930936473,41840.84598090646,5,124,24,40,7
438,7732.541612903222,10193.044968324442,8399.736774193547,8923.029849115504,6307.319047610779,41555.672252147495,9,107,26,51,7
439,7428.444032258064,10345.557303441657,8544.5814516129,9002.129542143603,6313.912670263849,41634.62499972007,5,116,31,40,8
440,7502.723064516129,10552.198294553857,8646.306290322576,8718.74327783559,6461.120151897249,41881.0910791254,8,124,25,37,6
441,7525.553225806451,10392.906000989271,8792.762903225806,8774.88733610822,6066.061932050298,41552.17139818005,7,115,33,43,2
442,7432.445806451604,10508.312488506008,8571.253548387094,8708.26541103018,6185.2334039100815,41405.51065828497,9,111,31,45,4
443,7477.106935483869,10883.845605438308,8506.888387096773,8677.815806451614,6294.610793015039,41840.26752748561,10,132,21,33,4
444,7533.181290322578,10664.040633285491,8598.862903225803,8787.83766909469,5995.667272589406,41579.589768517966,9,119,29,39,4
445,7472.441290322579,10867.703107487156,8704.644193548387,8579.131415192509,6104.153355145692,41728.07336169632,9,120,29,33,9
446,7701.526451612901,10863.818667902648,8702.403064516131,8424.849875130074,6013.897031614843,41706.495090776596,9,131,24,32,4
447,7440.034193548386,10781.070081647644,8774.857580645159,8311.123392299683,6075.190742882546,41382.275991023416,10,129,32,22,7
448,7411.329032258063,10708.361591868927,8974.00290322581,8449.365052029136,6098.277401943316,41641.335981325254,6,125,37,26,6
449,7608.840322580649,10781.682121756414,8860.196129032254,8039.459068678465,5932.564836336433,41222.742478384214,10,135,27,24,4
450,7454.035322580641,11148.323420809224,8811.01887096774,8053.066789802297,5937.730578157372,41404.174982317265,8,144,28,17,3
451,7521.968870967742,10885.167142069398,8765.319677419357,8308.501285119664,6063.364776032056,41544.321751608215,3,129,35,28,5
