Generation,RockUtility,PaperUtility,ScissorsUtility,LizardUtility,SpockUtility,TOTALUTILITY,RockSpecialists,PaperSpecialists,ScissorsSpecialists,LizardSpecialists,SpockSpecialists
452,7609.35241935484,10796.873156489324,8871.378709677425,8041.253002081166,6075.798105960645,41394.65539356341,9,132,32,24,3
453,7617.9777419354805,10904.366570953947,8760.379354838711,8047.220603537984,6037.331458202421,41367.275729468536,7,146,25,17,5
454,7596.430483870969,10783.07334447888,8624.782419354835,8174.966940686784,6063.018180270915,41242.27136866238,10,144,22,22,2
455,7504.437903225811,10456.276221747377,8626.777741935488,8518.878178980227,6136.3285491207425,41242.69859500965,8,122,25,38,7
456,7464.463225806451,10354.619168974927,8702.686290322583,8499.007377731532,6332.792996620748,41353.56905945624,8,114,33,36,9
457,7481.112580645161,10206.596310086567,8556.527258064518,8605.163699271594,6508.5040820333115,41357.90393010115,12,115,23,39,11
458,7494.250161290325,10376.020963191959,8562.922258064515,8644.56958376691,6063.589156772962,41141.35212308667,8,119,21,47,5
459,7435.532258064514,10402.175246403312,8614.062903225806,8644.761056191468,6051.297811610895,41147.82927549599,6,113,32,43,6
460,7378.693709677422,10229.046102460796,8578.620483870965,8740.61048907388,6412.60756842346,41339.57835350652,4,113,30,44,9
461,7480.477741935481,10475.009372768785,8605.23209677419,8581.876035379813,6132.0940138725355,41274.68926073081,10,121,28,33,8
462,7359.394516129029,10394.677405335531,8676.670322580643,8708.126425598335,6169.039109389402,41307.90777903294,7,115,26,44,8
463,7382.052258064514,10427.929475593704,8525.09806451613,8546.859609781472,6167.361473301508,41049.30088125733,10,126,24,38,2
464,7499.83306451613,10192.087535386887,8592.658548387095,8500.869750260148,6345.481486273178,41130.93038482344,8,107,31,45,9
465,7629.024516129031,10301.374114665285,8465.135645161288,8725.316873048905,6185.895509198282,41306.74665820279,9,115,33,39,4
466,7514.836935483875,10317.21909494932,8571.986935483868,8656.72937044745,6168.743175728637,41229.51551209316,13,112,28,37,10
467,7408.737741935485,10296.969204931363,8488.108548387094,8628.4300364204,6391.438180913102,41213.68371258744,10,108,24,47,11
468,7549.964193548393,10223.864742243924,8635.161451612903,8488.301618106145,5969.382620665348,40866.67462617672,8,110,35,45,2
469,7648.636935483873,10276.102750741733,8661.514677419358,8497.118038501558,6248.973626657233,41332.34602880375,11,120,38,26,5
470,7516.489032258064,10446.021810347751,8626.045322580643,8570.038699271588,6126.63847619794,41285.23334065598,10,115,31,37,7
471,7470.853709677418,10693.357090401685,8615.568225806448,8645.576893860563,6106.414947024454,41531.77086677057,8,120,30,34,8
472,7544.627580645163,10331.044311852142,8606.592741935481,8617.00459417274,6217.36847762761,41316.63770623314,6,109,37,40,8
473,7588.769516129031,10933.150412311094,8521.19903225806,8441.818569198751,6086.589132298937,41571.52666219587,8,140,21,25,6
474,7418.444354838708,10604.375001522412,8722.052741935478,8353.903537981276,6154.207328608993,41252.982964886876,4,128,36,29,3
475,7580.596290322583,10916.768361129913,8537.986451612896,8351.679552549424,6176.448715626569,41563.47937124138,4,136,23,26,11
476,7614.637258064513,11144.873915284057,8569.560161290317,8563.007434963576,6000.345331197097,41892.424100799566,3,135,23,33,6
477,7572.153870967742,11092.634312468115,8544.30129032258,8438.602528616024,6054.463342083702,41702.155344458166,7,140,17,30,6
478,7585.297903225806,11080.221187738505,8480.161612903226,8317.310785639958,6091.341927179178,41554.33341668667,8,139,25,24,4
479,7502.452580645161,11280.217006766288,8651.613064516132,8327.14160770031,5738.761329672241,41500.185589300134,5,149,16,26,4
480,7674.514193548387,11165.514068405326,8765.883709677415,8316.089765868888,5667.808897548684,41589.81063504871,13,141,26,19,1
481,7581.552741935482,11367.388507060292,8813.80677419355,8326.277304890735,5842.676881598583,41931.70220967864,7,141,21,28,3
482,7622.120806451614,11482.883889105382,8695.376451612898,8418.003168574402,5708.740729545135,41927.12504528943,5,146,28,20,1
483,7655.849354838704,11274.144826092403,8767.96161290323,8495.191992715916,5942.927547329663,42136.07533387992,8,146,21,23,2
484,7650.314032258066,11601.30648208671,8749.563387096772,8283.132138397497,6064.016675645402,42348.332715484445,4,153,21,18,4
485,7644.004032258064,11509.413195899646,8660.489999999996,8374.90302809573,5743.281964927234,41932.092221180676,4,148,18,26,4
486,7534.085000000003,11939.92461033011,8614.004032258068,8270.555213319456,6115.12280691544,42473.691662823076,3,160,18,16,3
487,7710.037096774193,10979.354726489777,8775.48838709677,8388.325515088452,6149.150477895973,42002.35620334516,8,130,32,22,8
488,7557.778870967738,11294.814105767044,8756.656451612906,8280.731357960458,5959.63491138211,41849.61569769026,2,145,28,23,2
489,7505.007258064513,11199.335809796872,8711.310806451613,8349.526123829339,6350.7038520905435,42115.88385023289,6,144,23,22,5
490,7591.4041935483865,10788.540068309456,8702.387741935487,8442.907419354833,6268.39469925281,41793.634122400974,2,127,28,38,5
491,7554.815483870966,10606.974647877283,8617.055322580643,8508.429677419357,6280.073423684258,41567.34855543251,4,123,30,31,12
492,7588.281935483868,10780.802408577276,8593.366935483868,8485.200208116546,6291.831323889667,41739.48281155122,8,134,27,26,5
493,7613.327419354843,10950.891159765657,8611.219354838708,8399.775577523413,6269.639135420502,41844.85264690311,8,139,21,24,8
494,7358.310322580646,10852.398801008165,8812.206129032254,8503.503033298644,6165.562608981669,41691.980894901375,9,125,29,30,7
495,7441.263709677418,10478.121175240587,8720.506451612899,8681.903173777311,6097.664449522941,41419.45895983116,8,105,35,45,7
496,7458.052258064514,10467.08977996336,8731.251774193543,8694.458475546307,6027.453989671764,41378.306277439486,11,110,37,36,6
497,7509.424838709677,10626.11010339895,8701.250322580649,8538.989047866806,6046.056559593544,41421.83087214962,7,126,27,33,7
498,7521.941129032256,10332.067668436495,8686.426129032252,8594.807195629557,5989.295055209886,41124.53717734045,13,110,37,38,2
499,7475.640000000001,10508.695409116483,8649.924516129033,8721.98204994797,6246.5699687947135,41602.81194398821,11,125,26,35,3
500,7360.433548387094,10264.35390361298,8563.255,8689.777393340271,6320.968740410234,41198.78858575058,7,109,31,44,9
501,7175.752096774197,10033.201996774465,8700.701935483872,8590.567596253897,6506.0088214248235,41006.232446711256,7,114,38,34,7
502,7235.260806451611,10041.670341040037,8498.632903225805,8678.522924037457,6451.443573560193,40905.5305483151,6,109,33,40,12
503,7066.505161290315,10143.845297743112,8498.895161290322,8883.94970343392,6349.783413720093,40942.978737477766,5,124,25,40,6
504,7099.054032258065,10025.141456931322,8561.982903225804,8926.840874089488,6555.620193977779,41168.63946048246,9,105,27,51,8
505,7183.206129032253,9848.45690158702,8668.390483870959,8894.499323621221,6362.139563921414,40956.692402032866,5,98,39,51,7
506,7241.813548387097,10135.220999680161,8782.038870967748,8749.732955254945,6294.126934873855,41202.933309163804,9,105,38,42,6
507,7368.229354838707,10267.00507611364,8506.447096774195,8841.542273673249,6260.115782830627,41243.339584230416,5,120,30,39,6
508,7188.934516129028,10107.178759284241,8706.863387096773,8711.129760665972,6292.087896814174,41006.19431999019,7,106,35,45,7
509,7149.535806451612,10219.296875823777,8611.54322580645,8951.092341311136,6463.204820491855,41394.673069884826,6,106,28,49,11
510,7229.754838709679,10189.211132060786,8671.203064516125,8963.228668054111,6445.232584069933,41498.63028741064,3,115,34,38,10
511,7226.663548387092,10272.016881029256,8668.458709677416,9078.09613423517,6395.194971716335,41640.43024504527,8,106,35,42,9
512,7452.665322580641,9960.987267400893,8768.012096774195,8883.821664932368,6172.846354258759,41238.33270594685,10,100,29,58,3
513,7307.584032258063,9886.732878099896,8634.245967741937,9059.42733090531,6304.206838675732,41192.197047680944,6,96,26,62,10
514,7310.164677419356,9759.550554236544,8588.050806451613,9090.265379812696,6194.572233482879,40942.603651403086,11,95,30,58,6
515,7074.841935483873,9849.003098538176,8495.523548387097,9228.342200832463,6429.706324616393,41077.417107858004,3,95,29,61,12
516,7214.639354838708,10151.914250681224,8479.943225806452,9060.918891779402,6281.334160676418,41188.749883782206,8,105,30,50,7
517,6990.391129032255,10202.094101663926,8534.197741935483,9029.5376690947,6357.906370087717,41114.12701181408,2,105,28,61,4
518,7166.025645161288,10187.570287002514,8660.791290322575,8823.910249739854,6210.459519664111,41048.75699189034,1,114,28,54,3
519,7365.9169354838705,10269.7682422959,8406.500967741935,9305.593881373567,6215.828945858416,41563.60897275369,5,100,24,63,8
520,7545.261290322582,10202.240080305499,8450.629354838708,8809.036373569199,6308.418713403626,41315.58581243961,11,111,27,40,11
521,7429.685000000002,10489.556299596874,8636.209354838715,8791.939609781475,6326.939607588659,41674.32987180573,6,123,23,43,5
522,7485.807741935485,10381.483489833987,8621.897903225807,8771.963459937566,6051.90179253013,41313.05438746298,5,112,31,45,7
523,7374.530806451613,10591.503749808726,8525.727258064511,8970.32570759625,6234.6512857224225,41696.73880764352,9,120,21,44,6
524,7359.921935483867,10178.709104271753,8690.821612903224,8946.269027055145,6273.864761172811,41449.5864408868,7,106,28,53,6
525,7510.927096774195,10724.862449436227,8571.14612903226,8908.954890738813,6161.36487805521,41877.2554440367,10,123,26,37,4
526,7629.655000000002,10556.86363012177,8583.629838709678,8772.582159209154,6081.041718810619,41623.77234685122,10,128,24,36,2
527,7584.669354838713,10576.36594226115,8525.808225806446,8568.346024973987,6211.303627600751,41466.49317548105,8,124,26,37,5
528,7348.558064516123,10363.559761074965,8603.40161290323,8871.331425598335,6398.75172934149,41585.60259343414,3,115,31,41,10
529,7534.7990322580645,10310.08280941334,8675.01419354839,8694.543449531742,6158.661002811477,41373.10048756302,6,120,29,43,2
530,7465.200161290315,10561.55317296856,8585.528387096774,8897.127460978147,6138.019341288596,41647.428523622395,8,121,26,38,7
531,7570.29064516129,10685.58154538371,8619.841129032258,8691.400072840792,5974.444409973141,41541.557802391195,3,129,29,32,7
532,7629.823387096773,10371.492596376505,8672.00387096774,8571.671274713844,6018.311252384531,41263.30238153939,8,126,30,31,5
533,7587.590000000004,10385.89638164467,8615.50451612903,8679.81887096774,5996.506702430736,41265.31647117218,8,119,31,38,4
534,7529.117419354841,10412.172893756999,8652.857903225808,8592.913642039544,6081.837959757485,41268.899818134676,12,124,25,31,8
535,7587.158870967742,10565.319963892065,8604.101612903223,8599.027304890731,5844.974705198796,41200.58245785256,9,128,32,28,3
536,7538.200806451611,10759.33985980605,8550.644516129034,8636.461935483869,5925.793420111474,41410.44053798203,6,138,24,26,6
537,7474.375161290323,10633.434987353703,8523.774838709678,9006.114183142561,6134.613337626655,41772.31250812292,6,114,29,46,5
538,7489.133064516135,10551.7103147035,8548.682741935487,8835.41198231009,6272.996431432757,41697.93453489797,9,111,25,48,7
539,7553.887096774195,10501.122337934394,8560.32758064516,8972.946300728408,6076.005437496684,41664.28875357884,7,112,22,51,8
540,7413.2616129032285,10462.06460189483,8565.245322580642,9056.536961498436,6001.97870463959,41499.08720351673,6,109,39,44,2
541,7384.665967741935,10768.503520329932,8590.88,8755.351873048909,6038.557063887024,41537.9584250078,8,128,29,28,7
542,7369.431612903231,10545.871054742782,8460.955645161295,8929.467278876165,6202.002556343043,41507.728148026516,4,122,26,44,4
543,7242.026290322576,10731.40332117761,8588.591935483868,8785.445868886582,5862.414913728005,41209.882329598644,6,133,24,34,3
544,7302.54709677419,10765.390843821515,8548.225,8878.959651404786,6207.549706650724,41702.67229865122,9,126,21,39,5
545,7231.151451612901,11107.598992502759,8748.276774193546,8694.603231009367,6228.573222652226,42010.2036719708,2,138,23,31,6
546,7496.510322580645,11150.322092102815,8756.315322580647,8693.668012486989,5897.908933032027,41994.72468278312,9,140,18,30,3
547,7615.950000000001,11183.319554269627,8795.891935483867,8626.981529656603,6013.484913617265,42235.627933027354,7,134,21,34,4
548,7612.169032258061,11013.659139018233,8581.127096774191,8834.64913111342,6062.172821627176,42103.77722079108,9,125,23,39,4
549,7472.79516129032,10862.574661527535,8558.112258064513,8812.715853277834,6410.608980892833,42116.806915053035,7,129,19,36,9
550,7392.880967741933,10760.221221867481,8767.420322580641,8600.67377731529,6153.360043223437,41674.55633272878,10,120,31,37,2
551,7234.3974193548365,11383.797006721436,8669.834354838704,8636.609469302812,5875.032262427636,41799.670512645425,6,148,20,22,4
552,7258.861290322579,11129.738101399364,8727.786935483864,8733.001592091574,6158.660172050769,42008.04809134815,4,139,25,26,6
553,7369.134516129032,11072.922266116106,8495.591774193545,8692.420457856404,6082.281299876664,41712.35031417175,7,140,19,33,1
554,7346.188225806454,11343.27934535858,8662.433387096775,8636.265223725291,5879.351475849828,41867.51765783693,5,132,32,27,4
555,7287.623387096779,11334.323579334377,8814.979999999998,8922.199771071797,5950.159343439667,42309.28608094262,4,142,25,28,1
556,7366.766451612904,10995.249408516107,8680.78387096774,8752.059854318422,6080.254262612781,41875.11384802795,5,141,21,31,2
557,7471.563709677422,11480.104165577603,8582.89258064516,8680.30264308012,6268.168679002569,42483.03177798287,6,151,18,22,3
558,7454.988709677419,11394.584523855121,8671.454354838708,9058.46024973986,6048.494678981846,42627.982517092954,6,145,15,33,1
559,7375.486290322584,11081.822216095312,8812.245483870965,8772.224776274714,6069.135717548288,42110.91448411186,6,133,28,29,4
560,7412.484354838712,11071.932916166541,8699.793870967744,8855.164719042665,6033.306584012978,42072.68244502864,3,133,27,34,3
561,7372.901451612897,11185.321643118074,8602.111935483867,8957.8274037461,6032.51538044544,42150.67781440638,7,136,14,40,3
562,7317.374193548388,11113.736982434271,8547.709354838707,9100.711462018737,6131.153086651931,42210.68507949203,6,126,15,45,8
563,7380.822419354838,11008.439472348595,8483.99112903225,9150.122804370449,6228.261686812908,42251.63751191904,4,127,24,38,7
564,7308.045322580645,11259.02082076431,8712.663709677418,8979.499547346513,6112.514173483327,42371.74357385222,8,135,21,31,5
565,7351.356935483868,11088.448964543577,8742.08483870968,8820.60616024975,6202.135590244675,42204.63248923155,9,126,34,26,5
566,7334.7741935483855,10984.259806239894,8785.795645161288,9008.915775234134,6085.078939217888,42198.82435940159,5,130,24,31,10
567,7509.237096774188,10640.20328552651,8499.227419354836,8898.61994276795,6126.692307719957,41673.980052143444,7,130,20,39,4
568,7412.9520967741955,10440.100600076681,8582.718709677418,8997.716186264312,6266.300288653809,41699.78788144641,10,115,22,43,10
569,7358.116774193549,10545.68804593001,8641.892580645164,9004.476009365242,6112.191778022923,41662.36518815689,11,120,27,39,3
570,7355.0995161290375,10839.057211774025,8589.249032258063,8958.706612903225,6022.851839008503,41764.96421207285,6,128,22,40,4
571,7395.818225806451,10777.760314873829,8638.8635483871,9050.573064516127,6001.9384288466745,41864.953582430186,8,126,20,44,2
572,7298.819838709676,10819.273082871849,8595.393064516125,9051.002460978147,6107.314157467044,41871.80260454284,8,125,21,41,5
573,7390.890322580646,10969.102280901523,8633.570483870972,9030.503969823098,6279.449524915851,42303.516582092096,9,132,19,35,5
574,7429.172096774193,10465.186539045093,8472.123225806441,9151.358142559835,6209.359220070893,41727.19922425645,8,112,25,50,5
575,7422.853225806453,10751.050702485141,8405.54629032258,9121.347507804368,6130.086232868108,41830.88395928665,8,124,21,43,4
576,7550.893225806449,10566.152977717302,8563.47435483871,8895.913642039543,6109.16602900697,41685.60022940897,9,119,23,44,5
577,7463.225806451617,10566.820404821252,8482.573548387094,9001.738522372532,6221.1446588258505,41735.50294085834,7,117,20,50,6
578,7336.506290322581,10794.204389341357,8447.29758064516,9173.593361082214,6222.500008618905,41974.10163001021,10,128,15,43,4
579,7365.178870967746,10867.051884922,8529.981290322581,9149.823303850151,6361.175878463456,42273.21122852593,7,123,21,43,6
580,7398.710322580646,10249.016301646976,8729.56,9064.606149843916,6264.0866320402665,41705.97940611181,4,114,33,41,8
581,7472.647580645163,10667.22197908623,8606.806774193552,8928.311342351717,6209.898766119805,41884.88644239646,8,120,31,37,4
582,7549.59064516129,10385.731756855228,8739.214999999998,8883.540078043703,6221.823174393108,41779.900654453326,7,122,25,40,6
583,7487.648548387095,10402.857287316961,8604.541935483869,9104.030114464089,6191.691981079927,41790.76986673194,8,109,24,51,8
584,7417.3096774193555,10384.8916017848,8613.121290322579,8969.247752341309,6325.338080338258,41709.9084022063,7,118,28,41,6
585,7444.790483870966,10548.664784361923,8652.244354838711,8923.13405306972,6211.259312190975,41780.0929883323,7,122,26,41,4
586,7503.942258064514,10312.447227308823,8604.516935483874,9003.929843912589,6315.92542788449,41740.76169265428,9,113,28,44,6
587,7584.107419354842,10391.628763767585,8578.2735483871,9011.22704994797,6281.365169796659,41846.60195125415,4,118,19,54,5
588,7550.070000000004,10053.551533124062,8508.766935483869,8990.179890738815,6246.957924763615,41349.52628411036,14,102,29,50,5
589,7545.335967741936,10200.134523072767,8664.925967741941,9043.222122788766,6178.16907318456,41631.787654529966,5,105,27,58,5
590,7551.340806451613,9934.494266993093,8530.831612903226,9250.201290322582,6246.939904087154,41513.80788075767,6,102,30,56,6
591,7545.298548387093,9981.862008222615,8518.067096774193,9112.00638397503,6098.828170680224,41256.06220803915,9,95,23,66,7
592,7531.5219354838655,10285.79251482535,8643.151290322581,8917.05816337149,6181.100160573318,41558.62406457661,8,110,28,48,6
593,7407.712096774193,10449.445996618168,8628.358548387092,8999.428423517173,6536.4139777697765,42021.35904306641,9,105,35,43,8
594,7346.9466129032235,10492.959318895351,8717.091612903225,8949.459625390215,6022.853776264654,41529.310946356665,7,115,28,44,6
595,7259.040645161283,10199.37620479988,8679.170967741937,8909.365202913628,6198.688370150584,41245.64139076732,5,105,30,54,6
596,7440.404677419353,9940.078721922137,8801.700322580647,8835.394667013528,6596.655779186414,41614.23416812208,6,96,40,44,14
597,7262.302741935486,9874.983978762099,8651.992096774191,9141.782107180014,6287.697035245585,41218.75795989737,5,96,42,53,4
598,7290.258548387096,10506.991578978892,8543.500967741938,8840.668782518218,6397.707580176511,41579.12745780266,1,120,25,48,6
599,7279.675967741936,10490.054955707328,8692.417096774196,8911.260770031218,6402.91774159306,41776.326531847735,7,114,33,41,5
600,7308.668870967742,10625.068504913514,8842.292258064517,8826.591550468263,6128.74252017832,41731.36370459236,6,122,29,39,4
601,7429.428225806451,10749.50123652274,8638.520322580645,8804.493444328822,6264.428339084977,41886.37156832364,4,134,26,32,4
602,7418.194838709675,10879.053108846321,8838.017903225806,8661.99990114464,6014.248985952572,41811.51473787901,7,125,27,35,6
603,7655.865161290321,11034.757758363081,8677.246935483869,8539.31157648283,6185.139347577755,42092.32077919786,11,121,31,30,7
604,7577.332096774194,11219.44426042398,8709.11064516129,8610.661763787724,5952.212922764422,42068.76168891161,8,133,27,28,4
605,7524.570645161288,11286.974455768011,8711.936612903226,8623.792996878254,6012.300670207733,42159.575380918504,2,135,28,33,2
606,7730.350806451612,11647.772219637314,8762.436129032261,8410.443881373574,5865.695859798246,42416.698896293005,7,148,28,14,3
607,7511.540645161295,11410.904365440347,8875.947903225808,8501.108751300728,6037.822929920588,42337.32459504876,5,145,30,16,4
608,7480.144032258063,11430.081302218188,8745.874677419357,8562.299625390217,6198.987026413373,42417.386663699195,7,142,20,27,4
609,7683.647096774191,11546.252902333776,8845.075161290317,8467.87848074922,6036.383582472226,42579.237223619726,9,140,29,16,6
610,7712.102741935489,11597.62195857076,8769.530161290324,8619.399177939644,5710.072170867668,42408.72621060388,7,148,20,22,3
611,7935.6132258064545,11551.645786740823,8836.549516129031,8359.582211238294,5776.934533120901,42460.3252730355,5,156,21,17,1
612,7887.408548387096,11594.826480313062,8898.182741935478,8369.717174817899,5733.9992536007785,42484.134199054315,9,142,25,21,3
613,7912.890645161288,12055.503685977515,8865.283387096772,8409.701498439124,5659.475366003159,42902.85458267786,6,159,18,17,0
614,7835.758225806449,11311.301021675572,9000.390645161284,8496.712585848076,5908.99278825454,42553.155266745925,7,144,25,19,5
615,7769.82451612904,11565.832940652515,8946.469193548392,8463.063173777315,6014.847900229287,42760.03772433655,7,145,26,19,3
616,7851.46516129032,11364.370902362709,8790.485322580642,8514.490182101974,6029.93714958873,42550.748717924376,5,145,22,22,6
617,7673.754838709678,11297.373979058619,8748.702741935485,8654.358173777313,6016.1359936082445,42390.32572708934,3,142,22,31,2
618,7801.66129032258,11224.399839834274,8758.377903225804,8469.917190426637,5959.451445481645,42213.80766929094,9,142,23,21,5
619,7619.468225806449,11462.14337656604,8746.226935483872,8641.364094693028,6181.3129194930625,42650.51555204245,7,148,21,24,0
620,7542.480806451614,11501.44657181554,8891.807419354845,8570.367559833508,6140.19834369402,42646.30070114953,6,143,21,26,4
621,7605.391612903231,11102.556335542777,8844.940645161294,8725.743444328822,6149.832921584411,42428.46495952053,9,134,21,34,2
622,7396.608709677422,11133.410415290866,8855.678064516123,8954.98305931322,6054.957912821194,42395.63816161882,3,130,30,34,3
623,7527.982580645161,10546.126243823674,8701.579354838712,9097.670104058268,6248.610491371729,42121.96877473755,9,112,21,53,5
624,7545.884516129033,10531.305343102575,8637.611774193545,8805.740655567124,6209.1402669183935,41729.68255591067,8,116,28,43,5
625,7419.759516129026,10284.514727904932,8539.341612903223,9043.632362122791,6165.4778441578,41452.72606321778,9,114,25,43,9
626,7281.313548387097,10160.73748669638,8529.643064516129,9075.498720083251,6050.144682821813,41097.33750250467,5,105,33,51,6
627,7317.747741935481,10350.453423911615,8539.466451612905,8821.59658168575,6155.327189544321,41184.591388690074,8,117,25,45,5
628,7243.717903225799,10411.588967270898,8577.927741935484,9035.405874089494,6161.112391955968,41429.752878477644,4,118,27,46,5
629,7321.24129032258,10194.005784335312,8576.525322580645,8971.531347554632,6363.3196370014575,41426.62338179463,5,113,24,49,9
630,7390.751612903229,10149.141034133432,8406.080000000007,9193.375691987514,6264.024392918526,41403.372731942705,9,102,23,55,11
631,7424.339354838713,10043.3530023855,8405.061935483867,9006.089994797087,6138.756759210712,41017.601046715885,16,97,22,60,5
632,7381.510322580645,10086.180375573871,8494.749516129026,8947.819209157125,6309.946729892037,41220.2061533327,8,103,30,51,8
633,7370.370645161291,10309.860872504049,8469.525483870964,8851.024089490118,6305.107361737605,41305.888452764026,5,114,26,47,8
634,7316.213870967742,10565.220068605042,8429.557580645162,8873.396701352753,6324.397091300783,41508.785312871485,3,127,22,39,9
635,7509.053387096771,10275.169282663102,8430.631612903226,8770.147065556712,6481.938208791089,41466.9395570109,12,107,31,42,8
636,7399.666451612904,10077.605020796957,8569.893387096778,8897.179979188344,6475.5632611270075,41419.90809982199,10,108,25,51,6
637,7335.200161290321,9921.405124737601,8557.614838709678,8981.957580645163,6491.7877441915125,41287.96544957428,6,99,26,62,7
638,7496.845000000001,10118.85650409005,8616.525806451606,8944.391935483867,6395.7812275154565,41572.40047354098,8,112,26,46,8
639,7470.041290322575,10075.55478408771,8448.7714516129,8891.024625390219,6429.254047286605,41314.64619870001,9,105,30,48,8
640,7358.055967741937,9938.570722560062,8552.004677419349,8969.993563995835,6309.7716515473485,41128.39658326453,7,102,33,51,7
641,7448.202580645161,9808.109778434497,8444.703548387095,9142.004776274713,6477.9515342656805,41320.97221800715,5,96,29,61,9
642,7500.150645161292,9820.4557054344,8494.586935483872,9020.538402705517,6364.544180019365,41200.27586880445,12,98,24,56,10
643,7254.6200000000035,10074.714188230755,8513.984838709677,9107.087367325703,6318.212154835131,41268.61854910127,7,102,30,55,6
644,7226.8764516129,9747.495240035461,8429.38370967742,9259.813480749217,6532.669053640922,41196.23793571592,6,88,29,67,10
645,7171.235322580644,9852.070742326967,8452.926451612899,8754.486024973987,6633.727640316576,40864.44618181107,8,97,30,57,8
646,7144.257096774191,9714.841991264046,8381.901935483867,9079.011508844957,6576.2487105488,40896.261242915854,4,96,29,60,11
647,7195.984354838712,10013.720270422684,8511.896129032257,8964.02432362123,6591.784199168182,41277.40927708306,3,95,30,54,18
648,7278.919032258068,9746.009724161831,8448.923387096776,9210.453459937567,6669.2100681848215,41353.51567163906,9,89,26,67,9
649,7273.049838709674,9933.076024569993,8504.330967741933,9106.057122788765,6374.147371928299,41190.66132573867,5,98,27,64,6
650,7219.694032258067,9875.536190014409,8517.409999999998,9361.436836628518,6384.595483958003,41358.67254285899,10,96,15,71,8
651,7185.022903225808,9871.138420646292,8493.947258064516,9107.114328824144,6471.787754186519,41129.01066494727,10,94,26,64,6
652,7214.571774193548,9733.593104778935,8479.42435483871,8975.49698751301,6506.822047751622,40909.90826907582,12,95,25,57,11
653,7184.230806451611,9654.780414875999,8311.431612903223,9275.20411030177,6487.684333886771,40913.33127841938,7,87,23,78,5
654,7215.45387096774,9602.958780118302,8387.73177419355,9244.323870967743,6529.317829054382,40979.78612530172,11,89,26,65,9
655,7389.410967741934,9825.592881149756,8191.7027419354845,9122.787258064514,6513.770061800402,41043.26391069209,5,103,23,60,9
656,7288.119516129032,9480.60775015693,8230.191612903229,9255.181207075957,6671.883170629349,40925.9832568945,5,84,22,76,13
657,7414.7964516129,9748.28937333065,8315.223548387099,8919.056722164409,6677.645134902463,41075.011230397526,10,93,34,51,12
658,7397.106612903228,9701.932545622572,8316.45129032258,8862.457544224766,6439.568011206067,40717.51600427921,8,90,19,68,15
659,7416.915483870966,9538.689976143623,8422.878387096775,8957.575707596256,6266.895919413931,40602.955474121554,15,91,29,57,8
660,7349.807258064513,9302.719022603424,8367.326290322582,8862.63417273673,6394.734801606372,40277.221545333625,13,83,25,70,9
661,7280.94112903226,9549.901534069137,8288.265000000003,8908.499391259107,6315.204110675092,40342.8111650356,8,93,25,68,6
662,7401.082741935481,9716.512619850315,8416.872419354844,8939.100124869925,6179.712278892822,40653.280184903386,10,97,27,57,9
663,7444.923225806448,9682.322260923329,8387.210806451614,8640.864115504686,6448.678154556148,40603.99856324223,12,97,32,46,13
664,7430.216935483873,9691.990806319965,8353.633387096772,8802.537523413115,6573.3147306455485,40851.693382959274,4,91,36,55,14
665,7363.650806451611,9774.43069410204,8335.110645161292,8844.670941727363,6465.336166115935,40783.19925355825,8,97,31,52,12
666,7268.807741935482,9538.91889866567,8540.490483870972,8850.74912591051,6552.325239805485,40751.29149018812,7,84,40,60,9
667,7414.541935483871,9630.331304655389,8276.692903225807,8883.891290322581,6491.715605410366,40697.17303909801,11,97,26,57,9
668,7417.3432258064495,9908.929943323123,8305.199999999997,8537.757216441209,6831.785618541749,41001.01600411253,11,105,30,44,10
669,7299.003870967739,9727.712616961997,8476.291774193547,8724.855317377729,6336.225859155849,40564.08943865686,6,94,41,48,11
670,7284.8579032258085,9968.953930477439,8419.042741935482,8809.102554630594,6325.268368131018,40807.22549840034,4,103,31,51,11
671,7169.599999999998,10111.962239954535,8482.625322580647,8552.837559833506,6536.114155877109,40853.1392782458,5,108,30,47,10
672,7268.7961290322555,10082.113156934654,8481.24177419355,8920.057481789809,6449.466310309162,41201.674852259435,6,101,35,51,7
673,7165.173548387094,10502.493058890128,8522.817903225801,8759.191576482832,6408.115727552982,41357.79181453883,2,126,25,40,7
674,7431.674193548385,10368.31141316984,8561.988548387098,8659.496555671178,6328.012781312815,41349.48349208932,8,111,28,47,6
675,7357.0024193548425,10786.126073164864,8594.327096774196,8740.475270551507,6202.5631995770555,41680.49405942247,7,134,23,33,3
676,7351.4233870967755,10625.84881388401,8583.94370967742,8586.074391259108,6160.48977304074,41307.78007495805,3,131,31,31,4
677,7403.82919354839,10306.061613123029,8608.32951612903,8698.580952133196,6193.86730617253,41210.668581106176,9,114,34,40,3
678,7347.4519354838785,10467.314166519061,8638.868870967743,8546.886253902185,6378.274032128065,41378.79525900094,8,115,32,40,5
679,7402.480806451611,10705.143078483376,8592.755000000006,8595.127086368366,6234.279501381726,41529.785472685086,4,129,29,34,4
680,7393.938709677416,10716.920071156077,8705.99258064516,8558.227970863682,6123.644902702868,41498.7242350452,7,126,30,31,6
681,7475.561129032261,10778.428285030595,8535.530322580642,8800.445967741935,6116.96589431509,41706.931598700525,4,133,20,42,1
682,7334.444193548386,10582.327537486204,8439.021935483872,8777.59291883455,6314.842295138653,41448.22888049167,9,117,24,41,9
